"sigma_M","gamma","mu_EI","b_3","sigma_P","rho","b_1","b_2","mu_H","N_0","E_0","I_0","R_0","C_0","r","g","epsilon","LL","seed"
0.241455172413793,0.142857142857143,0.1,1.51956537714756,0.42198484375,0.20564048575436,-0.374313167240575,5.54564269245425,3.67999999999999e-05,5301405,173437.635151329,164063.724550609,0,0,0,0,0,-761.878186766174,75593531
0.241455172413793,0.142857142857143,0.1,-11.1331773218945,0.92188984375,0.124472211033148,4.8412942612582,1.14654519902767,3.67999999999999e-05,5301405,23439.7182469529,14063.6701538009,0,0,0,0,0,-879.98809987171,646226589
0.241455172413793,0.142857142857143,0.1,-12.1608764826001,0.92188984375,0.115054993278923,3.2068353294535,1.55584256707746,3.67999999999999e-05,5301405,23436.1016968093,14061.7006493103,0,0,0,0,0,-876.459357367014,201455765
0.241455172413793,0.142857142857143,0.1,-11.0013728107873,0.92188984375,0.127185401295553,5.0205931104045,0.897814648496175,3.67999999999999e-05,5301405,23438.847714269,14064.6269364157,0,0,0,0,0,-879.10680844674,84499610
0.241455172413793,0.142857142857143,0.1,-12.5385601167244,0.92188984375,0.279008291879164,3.98983464260356,1.06573104371845,3.67999999999999e-05,5301405,23440.6573531484,14062.3521744833,0,0,0,0,0,-898.952243715834,240475283
0.241455172413793,0.142857142857143,0.1,-10.3149773281323,0.92188984375,0.114195918218224,4.5568587557486,0.514107853408039,3.67999999999999e-05,5301405,23437.8911191446,14064.4598922479,0,0,0,0,0,-876.571737919116,445799097
0.241455172413793,0.142857142857143,0.1,-3.19728088038301,0.17203234375,0.252543257978037,-0.0571409009101694,-3.3029203358506,3.68e-05,5301405,98439.0350086014,239063.378306022,0,0,0,0,0,-243.637872835902,856234094
0.241455172413793,0.142857142857143,0.1,-3.5828669461533,0.17203234375,0.61249960086565,0.148104216940196,-3.34374675402304,3.68e-05,5301405,98438.09787023,239062.966793634,0,0,0,0,0,-259.32169353031,611161418
0.241455172413793,0.142857142857143,0.1,-3.39273071671887,0.17203234375,0.247003407510228,0.225073425381136,-3.41027695186141,3.68e-05,5301405,98440.0442675747,239062.57979344,0,0,0,0,0,-259.552168785444,328886637
0.241455172413793,0.142857142857143,0.1,-3.14925782068694,0.17203234375,0.163353644685357,-0.0570439651797299,-3.22725890819623,3.68e-05,5301405,98439.1659071992,239062.804833832,0,0,0,0,0,-232.148895119253,533406039
0.241455172413793,0.142857142857143,0.1,-3.58907467590845,0.17203234375,0.471534287037091,0.252361661626049,-3.337469316245,3.68000000000001e-05,5301405,98438.6253450162,239064.901533716,0,0,0,0,0,-254.670428670587,600655697
0.241455172413793,0.142857142857143,0.1,6.90876065045785,0.67193734375,0.0084010706687765,5.8110265974595,2.43289552605955,3.68e-05,5301405,248437.672178915,89062.3454419682,0,0,0,0,0,-483.586434222261,90214278
0.241455172413793,0.142857142857143,0.1,6.86847571710846,0.67193734375,0.00832566987114364,5.82251583254064,2.4521505506454,3.68e-05,5301405,248437.464182593,89062.5969817787,0,0,0,0,0,-483.612261066766,847078577
0.241455172413793,0.142857142857143,0.1,6.87726742816088,0.67193734375,0.00839690921141335,5.85262483362278,2.43197672729495,3.68e-05,5301405,248438.3439075,89064.0572601576,0,0,0,0,0,-483.565970020946,230893046
0.241455172413793,0.142857142857143,0.1,6.92111125758858,0.67193734375,0.00833214006137334,5.91097554544611,2.41544140098441,3.68e-05,5301405,248437.952665478,89063.3334553945,0,0,0,0,0,-483.612997268986,286401212
0.241455172413793,0.142857142857143,0.1,5.0940277507715,0.67193734375,0.0354573068867384,2.76378376626675,2.97556439243618,3.68e-05,5301405,248439.191373437,89064.3845261516,0,0,0,0,0,-456.088248754019,979546938
0.241455172413793,0.142857142857143,0.1,-4.0034978256015,0.804724609375,0.00411022953056898,3.18339728328515,-0.807201552826379,3.67999999999999e-05,5301405,110157.361713352,203904.116851521,0,0,0,0,0,-739.659885639279,33835258
0.241455172413793,0.142857142857143,0.1,-4.7814017632642,0.804724609375,0.00565876874190862,3.87612724690569,-0.629989250112734,3.67999999999999e-05,5301405,110157.293934244,203906.200017293,0,0,0,0,0,-763.681441642324,634160151
0.241455172413793,0.142857142857143,0.1,-3.89578040930912,0.804724609375,0.00388594484789287,2.50175244914407,-0.587547899166318,3.67999999999999e-05,5301405,110157.184244058,203907.639639042,0,0,0,0,0,-731.969084684596,201392274
0.241455172413793,0.142857142857143,0.1,-4.30400476457485,0.804724609375,0.00581910171463426,2.05997029863715,-0.868666433371196,3.67999999999999e-05,5301405,110157.174282073,203906.136741363,0,0,0,0,0,-713.779086536747,1030048781
0.241455172413793,0.142857142857143,0.1,-4.14081017229771,0.804724609375,0.00632148899019268,1.99768662744812,-0.993529785671039,3.67999999999999e-05,5301405,110156.092078578,203905.706491719,0,0,0,0,0,-710.790871459345,70626229
0.241455172413793,0.142857142857143,0.1,4.80225493768537,0.304819609375,0.0486365751844664,2.22645614835172,4.01353647638966,3.68e-05,5301405,260155.808692359,53906.3003757102,0,0,0,0,0,-484.711454377367,949949534
0.241455172413793,0.142857142857143,0.1,4.73312715904984,0.304819609375,0.0571012798633616,2.10362364093214,3.98526688823098,3.68e-05,5301405,260155.972831856,53905.7809817921,0,0,0,0,0,-481.872653114298,676542089
0.241455172413793,0.142857142857143,0.1,4.73301540105165,0.304819609375,0.0572884917764842,2.1691909361374,3.92335973142659,3.68000000000001e-05,5301405,260155.703058459,53909.6320133171,0,0,0,0,0,-480.726308387343,431770167
0.241455172413793,0.142857142857143,0.1,4.66036796050999,0.304819609375,0.0514972919094113,2.29742380386696,3.94225332534349,3.68000000000001e-05,5301405,260157.621825348,53907.8481078987,0,0,0,0,0,-482.07934032709,920138584
0.241455172413793,0.142857142857143,0.1,4.83705325507583,0.304819609375,0.0528301555057947,2.11975083254237,3.97910706664586,3.68e-05,5301405,260155.727244916,53906.098662464,0,0,0,0,0,-480.959084714263,633264171
0.241455172413793,0.142857142857143,0.1,-2.80908657464642,0.554772109375,0.0239954084204398,-0.224779330462156,-2.40428223710417,3.68e-05,5301405,185156.667061607,278905.770615685,0,0,0,0,0,-192.526948082842,941861477
0.241455172413793,0.142857142857143,0.1,-2.74157154918384,0.554772109375,0.0271331798479663,-0.292253885758175,-2.51351001220947,3.68e-05,5301405,185157.425172261,278906.103472096,0,0,0,0,0,-191.495213952397,28974616
0.241455172413793,0.142857142857143,0.1,-2.84511463412391,0.554772109375,0.0268137197589316,-0.288009177054319,-2.41970057795789,3.68e-05,5301405,185156.186116986,278906.730879961,0,0,0,0,0,-191.696187387903,499032955
0.241455172413793,0.142857142857143,0.1,-2.79550833759468,0.554772109375,0.0287626266127164,-0.30829094115716,-2.45526192013307,3.67999999999999e-05,5301405,185158.88871433,278908.574871358,0,0,0,0,0,-191.666916787719,16652723
0.241455172413793,0.142857142857143,0.1,-3.16109753380455,0.554772109375,0.0255078148562325,0.100967795663742,-1.98820992256749,3.67999999999999e-05,5301405,185156.015546481,278905.396488484,0,0,0,0,0,-224.43987404185,877952545
0.241455172413793,0.142857142857143,0.1,-13.2836684685377,0.0548671093749999,0.141911858890455,-1.80739929051995,-6.04311237274723,3.67999999999999e-05,5301405,35157.1421261162,128906.791704296,0,0,0,0,0,-986.605636640519,388163890
0.241455172413793,0.142857142857143,0.1,-13.2883316277158,0.0548671093749999,0.141895958137246,-1.81029771653124,-6.03711786614362,3.67999999999999e-05,5301405,35157.1496541253,128906.803545349,0,0,0,0,0,-986.605636256124,934001119
0.241455172413793,0.142857142857143,0.1,-13.3251801112611,0.0548671093749999,0.142070644412507,-1.74766608029305,-6.03920929997843,3.67999999999999e-05,5301405,35157.1151566396,128906.785802248,0,0,0,0,0,-986.605660812595,358700882
0.241455172413793,0.142857142857143,0.1,-13.2797751380923,0.0548671093749999,0.142048883854784,-1.73390769405236,-6.0964607798522,3.67999999999999e-05,5301405,35157.2061782777,128906.78205837,0,0,0,0,0,-986.60563803761,741439670
0.241455172413793,0.142857142857143,0.1,-13.3539074903383,0.0548671093749999,0.141780568015132,-1.72635236375057,-6.06399344748226,3.67999999999999e-05,5301405,35157.1113018959,128906.786610724,0,0,0,0,0,-986.605641666136,525732425
0.241455172413793,0.142857142857143,0.1,-0.88174328489247,0.929700859375,0.00274827617892615,2.30482708419809,-1.97289088410023,3.67999999999999e-05,5301405,222657.49065112,241406.354990707,0,0,0,0,0,-767.225553387411,192282089
0.241455172413793,0.142857142857143,0.1,-0.396247519937582,0.929700859375,0.0023268402532005,0.396200280911581,-1.92270189771907,3.67999999999999e-05,5301405,222657.15563983,241406.82382398,0,0,0,0,0,-791.935138179942,957795428
0.241455172413793,0.142857142857143,0.1,-1.20207873124073,0.929700859375,0.00375091474305801,2.11373126840818,-1.81562888170033,3.67999999999999e-05,5301405,222654.50021063,241409.29336606,0,0,0,0,0,-752.634116879365,526425846
0.241455172413793,0.142857142857143,0.1,-1.28576158263698,0.929700859375,0.00331153825894362,1.77391472416935,-2.10135398328847,3.67999999999999e-05,5301405,222657.76232291,241408.466646518,0,0,0,0,0,-750.458075226201,485285711
0.241455172413793,0.142857142857143,0.1,-1.8439172858244,0.929700859375,0.00371752612269449,1.7069506734173,-1.86753909431485,3.67999999999999e-05,5301405,222657.602009045,241406.155611732,0,0,0,0,0,-737.966810853452,895780433
0.241455172413793,0.142857142857143,0.1,-6.26210922784096,0.429795859375,0.0285486394912023,3.87443215494608,-0.377783590724555,3.67999999999999e-05,5301405,72656.8479236594,91405.852651292,0,0,0,0,0,-820.543798308014,849038391
0.241455172413793,0.142857142857143,0.1,-5.86167896251896,0.429795859375,0.0137902055751945,2.00772864895194,-0.113071423854785,3.67999999999999e-05,5301405,72659.7335727548,91405.4922619762,0,0,0,0,0,-783.958407445108,343263213
0.241455172413793,0.142857142857143,0.1,-6.71694540537255,0.429795859375,0.0232542118548293,3.66311388933443,-0.0971588628339729,3.67999999999999e-05,5301405,72656.6114170624,91407.4216168685,0,0,0,0,0,-825.929354234844,662006769
0.241455172413793,0.142857142857143,0.1,-6.14718602560537,0.429795859375,0.0202914042865989,3.49544144707988,-0.340831211851953,3.67999999999999e-05,5301405,72656.4107269974,91406.9392267416,0,0,0,0,0,-803.1249302671,688986626
0.241455172413793,0.142857142857143,0.1,-4.52957448603591,0.429795859375,0.00890077350270077,1.5890176791842,-0.767164601802138,3.67999999999999e-05,5301405,72657.1175535964,91409.3684631719,0,0,0,0,0,-711.592600367823,375533983
0.241455172413793,0.142857142857143,0.1,-15.5904045135176,0.679748359375,0.0997867983047443,2.02272246159525,1.43966096986487,3.67999999999999e-05,5301405,147657.339743502,166408.375731796,0,0,0,0,0,-898.888164802663,22530834
0.241455172413793,0.142857142857143,0.1,-16.101797975451,0.679748359375,0.152636584484363,3.08273533956584,-1.3567119885798,3.67999999999999e-05,5301405,147658.523210863,166406.486265078,0,0,0,0,0,-808.799302387157,1065856439
0.241455172413793,0.142857142857143,0.1,-15.0054603413986,0.679748359375,0.271235158663218,2.50946530133933,0.150730444461238,3.67999999999999e-05,5301405,147655.929291664,166407.989764707,0,0,0,0,0,-895.336699892918,415655744
0.241455172413793,0.142857142857143,0.1,-15.9370646127004,0.679748359375,0.187358294753841,3.11282835178244,-0.881787723399239,3.67999999999999e-05,5301405,147655.59228779,166407.890838144,0,0,0,0,0,-933.224865654181,736880529
0.241455172413793,0.142857142857143,0.1,-15.2910440633704,0.679748359375,0.185272793438376,1.92185766118678,-0.739608465984204,3.68000000000001e-05,5301405,147657.84698662,166408.158652163,0,0,0,0,0,-742.813268122879,369573823
0.241455172413793,0.142857142857143,0.1,-3.71371549330681,0.179843359375,0.0042189460709538,2.39451845485017,-0.77183302377654,3.67999999999999e-05,5301405,297656.987548407,16407.6769344086,0,0,0,0,0,-730.821432719991,966241210
0.241455172413793,0.142857142857143,0.1,-3.67478968125446,0.179843359375,0.00416429667665422,2.12804872006665,-0.829993745376947,3.67999999999999e-05,5301405,297654.455329021,16406.8880755907,0,0,0,0,0,-727.912803072878,789524750
0.241455172413793,0.142857142857143,0.1,-4.25385411003536,0.179843359375,0.00565086928987384,2.85831440187381,-0.696094420838092,3.67999999999999e-05,5301405,297655.227684421,16407.7422563388,0,0,0,0,0,-747.251170967882,948124764
0.241455172413793,0.142857142857143,0.1,-4.18717687044846,0.179843359375,0.0762566230410837,7.19337237927691,-3.67520441546644,3.67999999999999e-05,5301405,297656.084181182,16406.7800375346,0,0,0,0,0,-879.449387644395,277759337
0.241455172413793,0.142857142857143,0.1,-4.45224412765196,0.179843359375,0.00655845823505849,3.05514581291115,-0.729726349009254,3.67999999999999e-05,5301405,297656.574904422,16406.5968747105,0,0,0,0,0,-757.074002492277,74723201
0.275934482758621,0.142857142857143,0.1,-3.1609493107394,0.57820515625,0.0285496812965549,-0.23000304246702,-2.18086618804949,3.68e-05,5301405,14064.2686828448,60938.1679676892,0,0,0,0,0,-192.315128980629,1037447394
0.275934482758621,0.142857142857143,0.1,-2.96079277217776,0.57820515625,0.0448154939546614,-0.533643562237596,-2.55145129749005,3.68e-05,5301405,14065.0768605996,60939.367674157,0,0,0,0,0,-182.630049432672,849998399
0.275934482758621,0.142857142857143,0.1,-2.92875264757473,0.57820515625,0.0353454309220713,-0.528951326842279,-2.48483855969248,3.68e-05,5301405,14065.0536865881,60937.0719569642,0,0,0,0,0,-182.082644448166,636516099
0.275934482758621,0.142857142857143,0.1,-2.88222524381621,0.57820515625,0.0336750509824412,-0.537543620187945,-2.5062880581089,3.68e-05,5301405,14062.9975302393,60940.1815072166,0,0,0,0,0,-181.947776408099,284308520
0.275934482758621,0.142857142857143,0.1,-2.96880833626622,0.57820515625,0.0312165404491816,-0.496308412870156,-2.39201576101627,3.68e-05,5301405,14062.6772535708,60938.6051137972,0,0,0,0,0,-182.82857848135,913838145
0.275934482758621,0.142857142857143,0.1,-14.2501516410241,0.07830015625,0.0860395708577032,-0.290382707352372,1.4878886627107,3.68000000000001e-05,5301405,164062.488510978,210936.401361299,0,0,0,0,0,-697.824874159147,186558267
0.275934482758621,0.142857142857143,0.1,-14.7612337221007,0.07830015625,0.0484022118489914,-1.19012008593367,2.32309970921267,3.67999999999999e-05,5301405,164063.24869858,210936.91980545,0,0,0,0,0,-763.866094411525,975555359
0.275934482758621,0.142857142857143,0.1,-16.8046795642801,0.07830015625,0.0621765552698078,-1.38051891053713,2.78013180379657,3.67999999999999e-05,5301405,164061.499464329,210939.149227643,0,0,0,0,0,-825.685135632765,667163519
0.275934482758621,0.142857142857143,0.1,-15.4590040721177,0.07830015625,0.0384903517417755,-1.54362576474346,2.87258560519096,3.67999999999999e-05,5301405,164062.421231957,210938.005178041,0,0,0,0,0,-815.929966396488,528087674
0.275934482758621,0.142857142857143,0.1,-14.4641457055075,0.07830015625,0.0771373562523251,-1.03737339052573,1.86526979680569,3.67999999999999e-05,5301405,164062.130185794,210934.908986537,0,0,0,0,0,-782.667806870083,348336134
0.275934482758621,0.142857142857143,0.1,-5.52829050341486,0.82815765625,0.0307944999277064,3.48879382355337,-1.23501957052326,3.67999999999999e-05,5301405,239064.0335105,135938.08148403,0,0,0,0,0,-769.361668084644,663356758
0.275934482758621,0.142857142857143,0.1,-6.1046575403805,0.82815765625,0.0245823645433298,6.0550914981571,-1.13134626911458,3.67999999999999e-05,5301405,239060.735138636,135938.370927293,0,0,0,0,0,-821.832620667596,83460953
0.275934482758621,0.142857142857143,0.1,-6.1379766505889,0.82815765625,0.0475278832505243,4.45462666778149,-0.98779163320468,3.67999999999999e-05,5301405,239063.072620018,135938.493290915,0,0,0,0,0,-805.074276397327,584435489
0.275934482758621,0.142857142857143,0.1,-6.66588766625519,0.82815765625,0.0522313191151659,5.39968226188695,-1.15651633981557,3.67999999999999e-05,5301405,239064.915539732,135937.422264889,0,0,0,0,0,-826.592134079698,207494759
0.275934482758621,0.142857142857143,0.1,-6.59477249559698,0.82815765625,0.055671819229891,5.00701717701947,-1.0191904707768,3.67999999999999e-05,5301405,239064.438551174,135937.883578786,0,0,0,0,0,-814.983034060798,568664329
0.275934482758621,0.142857142857143,0.1,2.96899376576478,0.32825265625,0.00497636844322018,5.73979001506335,-3.80822668394947,3.67999999999999e-05,5301405,89063.5077183725,285937.064438571,0,0,0,0,0,-689.125592655094,119588737
0.275934482758621,0.142857142857143,0.1,3.62594202293576,0.32825265625,0.0258185240913137,4.55989336253493,-11.9867652974423,3.67999999999999e-05,5301405,89062.9933214895,285937.266888974,0,0,0,0,0,-941.856473298367,856477102
0.275934482758621,0.142857142857143,0.1,3.39412974496816,0.32825265625,0.0253750542461142,4.70725578789645,-11.5608175392962,3.67999999999999e-05,5301405,89065.1592621925,285938.894955798,0,0,0,0,0,-942.081123437578,795382288
0.275934482758621,0.142857142857143,0.0999999999999999,3.82698351107396,0.32825265625,0.00604280283228747,6.39487503772974,-3.78837720391418,3.67999999999999e-05,5301405,89062.7592501612,285939.252337049,0,0,0,0,0,-692.155589391668,952713491
0.275934482758621,0.142857142857143,0.1,3.74104841884553,0.32825265625,0.0258969568512848,4.54224422926216,-12.2082515612469,3.67999999999999e-05,5301405,89060.6518665344,285938.610055545,0,0,0,0,0,-941.720207374763,261987027
0.275934482758621,0.142857142857143,0.1,-10.3477387408336,0.70318140625,0.102268789026097,0.773229728743514,-0.450868542786561,3.68e-05,5301405,276560.719179203,98437.441385984,0,0,0,0,0,-690.870570734686,990477055
0.275934482758621,0.142857142857143,0.1,-10.7281851707455,0.70318140625,0.114025230398298,0.696151802155686,-0.598128690942082,3.68e-05,5301405,276564.7665133,98439.9126187473,0,0,0,0,0,-659.618920954985,301812146
